batch,day,idturk,participantid,treatment,initialendowment,pointssaving1,pointssaving2,pointssaving3,pointssaving4,pointsdebt1,pointsdebt2,borrowdebt1,borrowdebt2,pointsthisdecision,pointsnextdecision,additionalpointssaving1,additionalpointssaving2,additionalpointssaving3,additionalpointssaving4,additionalpointsdebt1,additionalpointsdebt2,points_ia_a1,points_ia_a2,points_ia_a3,points_ia_a4,points_aa_a1,points_aa_a2,points_aa_a3,points_aa_a4,balance_ia_a1,balance_ia_a2,balance_ia_a3,balance_ia_a4,balance_aa_a1,balance_aa_a2,balance_aa_a3,balance_aa_a4,orderlottery,lottery1choice,lottery2choice,lottery3choice,lottery4choice,time1choice,time2choice,oneshotcontrol_s1,oneshotcontrol_s2,oneshotcontrol_s3,oneshotcontrol_s4,oneshotdebt_s1,oneshotdebt_s2,oneshotdebt_d1,oneshotdebt_d2,oneshothigh_s1,oneshothigh_s2,oneshothigh_d1,oneshothigh_d2,end_reasoning,end_debtimportance,end_balancesimportance,end_rateimportance,end_hindsight,demo_age,demo_sex,demo_state,demo_race,demo_educ,demo_collegeplus,demo_studentloan,demo_holddebt,demo_covid,errorbdm1,errorbdm2,errorbdm3,errordebtintro1,errordebtintro2,errordebtintro3,errordebtintro4,errordebtintro5,errordebtendowment1,errordebtendowment2,errordebtendowment3,errordebtendowment4,errordebtendowment5,errordebtendowment6,errordebtendowment7,errordebtendowment8,errordebtpayment1,errordebtpayment2,errordebtpayment3,errorend1,errorend2,error_count,error_initial,error_main,error_end,error_main_total,error_count_total,debt1bal,debt2bal,debt1percpaid,debt2percpaid,controlsaving1balanceupdated,controlsaving2balanceupdated,controlsaving3balanceupdated,controlsaving4balanceupdated,debtsaving1balanceupdated,debtsaving2balanceupdated,debtdebt1balanceupdated,debtdebt2balanceupdated,controlsaving1balanceupdated2,controlsaving2balanceupdated2,controlsaving3balanceupdated2,controlsaving4balanceupdated2,debtsaving1balanceupdated2,debtsaving2balanceupdated2,debtdebt1balanceupdated2,debtdebt2balanceupdated2,lotterychoice,timechoice,durationinseconds,controltreatment,debttreatment,hightreatment,q1697,order_oneshotcontrol,order_oneshotdebt,order_oneshothighdebt,io,perco_orig,perco_adtl,perco_os_c,perco_os_d,perco_os_h,ind_optimal_ia,ind_optimal_ap,ind_optimal_ia_all,ind_optimal_ap_all,share_pointssaving1,share_pointssaving2,share_pointssaving3,share_pointssaving4,share_pointsdebt1,share_pointsdebt2,nz_pointssaving1,nz_pointssaving2,nz_pointssaving3,nz_pointssaving4,nz_pointsdebt1,nz_pointsdebt2,type_num_acnt,debt1paidoff,debt2paidoff,perc_points_ia_a1,perc_points_ia_a2,perc_points_ia_a3,perc_points_ia_a4,prev_balance_ia_a1,prev_balance_ia_a2,prev_balance_ia_a3,prev_balance_ia_a4,balance_max,balance_min
3,Day 1,A2Y2AZ8DBFU47Q,napa89491,High Debt,500,400,50,0,0,25,25,0,0,600,0,200,100,0,0,200,100,400,50,25,25,200,100,200,100,1500,750,-2875,-3475,1700,850,-2675,-3375,1,300,0.5,,,300,0.5,,,,,,,,,,,,,to reduce debts,Very important,Very important,Extremely important,allocation to every account,26,Female,Tennessee,Black,College graduate with Bachelor's Degree (4 year),College or more,No,Yes,A great deal,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,,,4,0,4,0,18,22,-2675,-3375,0.077586204,0.035714287,,,,,1500,750,-2875,-3475,,,,,1700,850,-2675,-3375,,,10855,0,0,1,NO,,,,500,0.80000001,0.33333334,,,,0,0,0,0,0.80000001,0.1,0,0,0.050000001,0.050000001,1,1,0,0,1,1,4,0,0,0.80000001,0.1,0.050000001,0.050000001,1100,700,-2900,-3500,1100,-3500
3,Day 2,A2Y2AZ8DBFU47Q,napa89491,High Debt,675,675,0,0,0,0,0,0,0,600,0,600,0,0,0,0,0,675,0,0,0,600,0,0,0,2375,850,-2675,-3375,2975,850,-2675,-3375,1,250,0.5,,,400,0.5,,,,,,,,,,,,,to reduce debts,Very important,Very important,Extremely important,allocation to every account,26,Female,Tennessee,Black,College graduate with Bachelor's Degree (4 year),College or more,No,Yes,A great deal,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,,,6,0,6,0,18,22,-2675,-3375,0.077586204,0.035714287,,,,,2375,850,-2675,-3375,,,,,2975,850,-2675,-3375,,,1457,0,0,1,,,,,675,1,1,,,,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1500,750,-2875,-3475,1500,-3475
3,Day 3,A2Y2AZ8DBFU47Q,napa89491,High Debt,930,430,200,0,0,100,200,0,0,100,500,20,20,0,0,20,40,430,200,100,200,20,20,20,40,3405,1050,-2575,-3175,3425,1070,-2555,-3135,1,500,1,,,500,1,,,,,,,,,,,,,to reduce debts,Very important,Very important,Extremely important,allocation to every account,26,Female,Tennessee,Black,College graduate with Bachelor's Degree (4 year),College or more,No,Yes,A great deal,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,,,5,1,4,0,18,22,-2555,-3135,0.11896551,0.10428572,,,,,3405,1050,-2575,-3175,,,,,3425,1070,-2555,-3135,,,1839,0,0,1,,,,,930,0.4623656,0.2,,,,0,0,0,0,0.4623656,0.21505377,0,0,0.10752688,0.21505377,1,1,0,0,1,1,4,0,0,0.4623656,0.21505377,0.10752688,0.21505377,2375,850,-2675,-3375,2375,-3375
3,Day 4,A2Y2AZ8DBFU47Q,napa89491,High Debt,1572,0,0,0,0,1572,0,0,0,600,,0,0,0,0,600,0,0,0,1572,0,0,0,600,0,3425,1070,-983,-3135,3425,1070,-383,-3135,2,500,,,,,,1000,0,0,0,0,0,600,400,500,0,500,0,to reduce debts,Very important,Very important,Extremely important,allocation to every account,26,Female,Tennessee,Black,College graduate with Bachelor's Degree (4 year),College or more,No,Yes,A great deal,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,6,1,4,1,18,22,-383,-3135,0.86793101,0.10428572,,,,,3425,1070,-983,-3135,,,,,3425,1070,-383,-3135,,,2587,0,0,1,,3,1,2,1572,0,0,1,0,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,3405,1050,-2575,-3175,3405,-3175
1,Initial,A2Y6K5DW6G7H0T,livermore43722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,"During the original session last week, I had considered spreading my allocation across the accounts just in case something would happen (for example, an interest rate change). But then I realized that I needed to place all of my allocation into the highest interest account available because the short run increase would be most beneficial when compared with a possible future change. The other decision that I made prior to allocating is that I would use my allocation to eliminate any debt accounts I had. Unless the interest rate is very very low (like 0% or 1%), it makes no sense to carry debt since it consistently interferes with the pool I had to invest with. So any debt would have been paid off immediately (or as soon as possible).",Extremely important,Moderately important,Extremely important,"I'm not certain that I would change anything with my use of allocation points. As for the games of chance based on switching points, I might make different selections to maximize possible wins from that activity. Since it was basically a roll of the dice, I didn't count on it as a significant contribution to my allocation (although it was beneficial a couple of times). I would continue to pay down debt (if I had any) and contribute to the highest interest rate account.",48,Male,Ohio,White,College graduate with Bachelor's Degree (4 year),College or more,Yes,Yes,A great deal,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,0.45,1,595,,,,,,,,,,,,,,0,0,1,1,,,,,,,1,1,1,1,1,1,,1,1,,,,,,,,,,
1,Day 1,A2Y6K5DW6G7H0T,livermore43722,No Debt,500,500,0,0,0,0,0,0,0,100,500,100,0,0,0,0,0,500,0,0,0,100,0,0,0,1600,700,900,1500,1700,700,900,1500,1,200,1,,,500,1,,,,,,,,,,,,,"During the original session last week, I had considered spreading my allocation across the accounts just in case something would happen (for example, an interest rate change). But then I realized that I needed to place all of my allocation into the highest interest account available because the short run increase would be most beneficial when compared with a possible future change. The other decision that I made prior to allocating is that I would use my allocation to eliminate any debt accounts I had. Unless the interest rate is very very low (like 0% or 1%), it makes no sense to carry debt since it consistently interferes with the pool I had to invest with. So any debt would have been paid off immediately (or as soon as possible).",Extremely important,Moderately important,Extremely important,"I'm not certain that I would change anything with my use of allocation points. As for the games of chance based on switching points, I might make different selections to maximize possible wins from that activity. Since it was basically a roll of the dice, I didn't count on it as a significant contribution to my allocation (although it was beneficial a couple of times). I would continue to pay down debt (if I had any) and contribute to the highest interest rate account.",48,Male,Ohio,White,College graduate with Bachelor's Degree (4 year),College or more,Yes,Yes,A great deal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,1,,,,,1600,700,900,1500,,,,,1700,700,900,1500,,,,,,,1548,1,0,0,It was very clear and well explained.,,,,500,1,1,,,,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1100,700,900,1500,1500,700
1,Day 2,A2Y6K5DW6G7H0T,livermore43722,No Debt,1120,1120,0,0,0,0,0,0,0,585,0,585,0,0,0,0,0,1120,0,0,0,585,0,0,0,2820,700,900,1500,3405,700,900,1500,2,200,0.4,,,500,1,,,,,,,,,,,,,"During the original session last week, I had considered spreading my allocation across the accounts just in case something would happen (for example, an interest rate change). But then I realized that I needed to place all of my allocation into the highest interest account available because the short run increase would be most beneficial when compared with a possible future change. The other decision that I made prior to allocating is that I would use my allocation to eliminate any debt accounts I had. Unless the interest rate is very very low (like 0% or 1%), it makes no sense to carry debt since it consistently interferes with the pool I had to invest with. So any debt would have been paid off immediately (or as soon as possible).",Extremely important,Moderately important,Extremely important,"I'm not certain that I would change anything with my use of allocation points. As for the games of chance based on switching points, I might make different selections to maximize possible wins from that activity. Since it was basically a roll of the dice, I didn't count on it as a significant contribution to my allocation (although it was beneficial a couple of times). I would continue to pay down debt (if I had any) and contribute to the highest interest rate account.",48,Male,Ohio,White,College graduate with Bachelor's Degree (4 year),College or more,Yes,Yes,A great deal,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,1,0,1,0,1,1,,,,,2820,700,900,1500,,,,,3405,700,900,1500,,,,,,,1415,1,0,0,,,,,1120,1,1,,,,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1600,700,900,1500,1600,700
1,Day 3,A2Y6K5DW6G7H0T,livermore43722,No Debt,961,961,0,0,0,0,0,0,0,100,500,100,0,0,0,0,0,961,0,0,0,100,0,0,0,4366,700,900,1500,4466,700,900,1500,1,200,1,,,500,1,,,,,,,,,,,,,"During the original session last week, I had considered spreading my allocation across the accounts just in case something would happen (for example, an interest rate change). But then I realized that I needed to place all of my allocation into the highest interest account available because the short run increase would be most beneficial when compared with a possible future change. The other decision that I made prior to allocating is that I would use my allocation to eliminate any debt accounts I had. Unless the interest rate is very very low (like 0% or 1%), it makes no sense to carry debt since it consistently interferes with the pool I had to invest with. So any debt would have been paid off immediately (or as soon as possible).",Extremely important,Moderately important,Extremely important,"I'm not certain that I would change anything with my use of allocation points. As for the games of chance based on switching points, I might make different selections to maximize possible wins from that activity. Since it was basically a roll of the dice, I didn't count on it as a significant contribution to my allocation (although it was beneficial a couple of times). I would continue to pay down debt (if I had any) and contribute to the highest interest rate account.",48,Male,Ohio,White,College graduate with Bachelor's Degree (4 year),College or more,Yes,Yes,A great deal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,1,,,,,4366,700,900,1500,,,,,4466,700,900,1500,,,,,,,1589,1,0,0,,,,,961,1,1,,,,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,2820,700,900,1500,2820,700
1,Day 4,A2Y6K5DW6G7H0T,livermore43722,No Debt,1673,1673,0,0,0,0,0,0,0,100,,100,0,0,0,0,0,1673,0,0,0,100,0,0,0,6139,700,900,1500,6239,700,900,1500,1,200,,,,,,1000,0,0,0,1000,0,0,0,1000,0,0,0,"During the original session last week, I had considered spreading my allocation across the accounts just in case something would happen (for example, an interest rate change). But then I realized that I needed to place all of my allocation into the highest interest account available because the short run increase would be most beneficial when compared with a possible future change. The other decision that I made prior to allocating is that I would use my allocation to eliminate any debt accounts I had. Unless the interest rate is very very low (like 0% or 1%), it makes no sense to carry debt since it consistently interferes with the pool I had to invest with. So any debt would have been paid off immediately (or as soon as possible).",Extremely important,Moderately important,Extremely important,"I'm not certain that I would change anything with my use of allocation points. As for the games of chance based on switching points, I might make different selections to maximize possible wins from that activity. Since it was basically a roll of the dice, I didn't count on it as a significant contribution to my allocation (although it was beneficial a couple of times). I would continue to pay down debt (if I had any) and contribute to the highest interest rate account.",48,Male,Ohio,White,College graduate with Bachelor's Degree (4 year),College or more,Yes,Yes,A great deal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,6139,700,900,1500,,,,,6239,700,900,1500,,,,,,,1899,1,0,0,,1,3,2,1673,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,4366,700,900,1500,4366,700
1,Initial,A2YHOJLEZR8663,miramar67932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,I tried to add as many points to the account with the highest interest to then gain the most points from that investment and then I tried to pay off the debt in the account with the highest interest that was costing me the most points. I didn't pay too much attention to the other debt because the debt was so high (that would have taken far too many points away from the non-debt account with the highest interest) and the interest was so low.,Moderately important,Slightly important,Extremely important,I would have paid off the debt with the highest interest sooner and allocated all the other points (except for the required 1 point for each account) into the savings account with the highest interest instead of some of the others with lower interest.,36,Male,South Carolina,White,High school or equivalent,Non college graduate,No,No,None,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,0.9,0.85,903,,,,,,,,,,,,,,0,0,0,0,,,,,,,1,1,1,1,1,1,,1,1,,,,,,,,,,
1,Day 1,A2YHOJLEZR8663,miramar67932,Low Debt,500,300,40,0,0,150,10,0,0,100,500,50,5,0,0,40,5,300,40,150,10,50,5,40,5,1400,740,-750,-1490,1450,745,-710,-1485,1,350,1,,,250,1,,,,,,,,,,,,,I tried to add as many points to the account with the highest interest to then gain the most points from that investment and then I tried to pay off the debt in the account with the highest interest that was costing me the most points. I didn't pay too much attention to the other debt because the debt was so high (that would have taken far too many points away from the non-debt account with the highest interest) and the interest was so low.,Moderately important,Slightly important,Extremely important,I would have paid off the debt with the highest interest sooner and allocated all the other points (except for the required 1 point for each account) into the savings account with the highest interest instead of some of the others with lower interest.,36,Male,South Carolina,White,High school or equivalent,Non college graduate,No,No,None,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,1,0,1,0,2,2,-710,-1485,0.21111111,0.01,,,,,1400,740,-750,-1490,,,,,1450,745,-710,-1485,,,2353,0,1,0,"No, everything was pretty easy to understand and well explained.",,,,500,0.60000002,0.5,,,,0,0,0,0,0.60000002,0.079999998,0,0,0.30000001,0.02,1,1,0,0,1,0,3,0,0,0.60000002,0.079999998,0.30000001,0.02,1100,700,-900,-1500,1100,-1500
1,Day 2,A2YHOJLEZR8663,miramar67932,Low Debt,1104,744,5,0,0,354,1,0,0,100,500,97,1,0,0,1,1,744,5,354,1,97,1,1,1,2194,750,-356,-1484,2291,751,-355,-1483,2,400,1,,,450,1,,,,,,,,,,,,,I tried to add as many points to the account with the highest interest to then gain the most points from that investment and then I tried to pay off the debt in the account with the highest interest that was costing me the most points. I didn't pay too much attention to the other debt because the debt was so high (that would have taken far too many points away from the non-debt account with the highest interest) and the interest was so low.,Moderately important,Slightly important,Extremely important,I would have paid off the debt with the highest interest sooner and allocated all the other points (except for the required 1 point for each account) into the savings account with the highest interest instead of some of the others with lower interest.,36,Male,South Carolina,White,High school or equivalent,Non college graduate,No,No,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,2,2,-355,-1483,0.60555553,0.011333333,,,,,2194,750,-356,-1484,,,,,2291,751,-355,-1483,,,985,0,1,0,,,,,1104,0.67391306,0.97000003,,,,0,0,0,0,0.67391306,0.004528985,0,0,0.32065219,0.000905797,1,0,0,0,1,0,2,0,0,0.67391306,0.004528985,0.32065219,0.000905797,1400,740,-750,-1490,1400,-1490
1,Day 3,A2YHOJLEZR8663,miramar67932,Low Debt,1326,946,4,0,0,370,6,0,0,100,500,93,1,0,0,5,1,946,4,370,6,93,1,5,1,3237,755,15,-1477,3330,756,20,-1476,1,400,1,,,400,1,,,,,,,,,,,,,I tried to add as many points to the account with the highest interest to then gain the most points from that investment and then I tried to pay off the debt in the account with the highest interest that was costing me the most points. I didn't pay too much attention to the other debt because the debt was so high (that would have taken far too many points away from the non-debt account with the highest interest) and the interest was so low.,Moderately important,Slightly important,Extremely important,I would have paid off the debt with the highest interest sooner and allocated all the other points (except for the required 1 point for each account) into the savings account with the highest interest instead of some of the others with lower interest.,36,Male,South Carolina,White,High school or equivalent,Non college graduate,No,No,None,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,1,0,1,0,2,2,20,-1476,1.0222223,0.016000001,,,,,3237,755,15,-1477,,,,,3330,756,20,-1476,,,1613,0,1,0,,,,,1326,0.71342385,0.93000001,,,,0,0,0,0,0.71342385,0.003016591,0,0,0.2790347,0.004524887,1,0,0,0,1,0,2,1,0,0.71342385,0.003016591,0.2790347,0.004524887,2194,750,-356,-1484,2194,-1484
1,Day 4,A2YHOJLEZR8663,miramar67932,Low Debt,1591,1588,1,0,0,1,1,0,0,600,,597,1,0,0,1,1,1588,1,1,1,597,1,1,1,4918,757,21,-1475,5515,758,22,-1474,2,400,,,,,,697,1,301,1,798,1,200,1,548,1,450,1,I tried to add as many points to the account with the highest interest to then gain the most points from that investment and then I tried to pay off the debt in the account with the highest interest that was costing me the most points. I didn't pay too much attention to the other debt because the debt was so high (that would have taken far too many points away from the non-debt account with the highest interest) and the interest was so low.,Moderately important,Slightly important,Extremely important,I would have paid off the debt with the highest interest sooner and allocated all the other points (except for the required 1 point for each account) into the savings account with the highest interest instead of some of the others with lower interest.,36,Male,South Carolina,White,High school or equivalent,Non college graduate,No,No,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,22,-1474,1.0244445,0.017333332,,,,,4918,757,21,-1475,,,,,5515,758,22,-1474,,,2059,0,1,0,,2,3,1,1591,0.99811441,0.995,0.69700003,0.79799998,0.54799998,0,0,0,0,0.99811441,0.000628536,0,0,0.000628536,0.000628536,1,0,0,0,0,0,1,1,0,0.99811441,0.000628536,0.000628536,0.000628536,3237,755,15,-1477,3237,-1477
2,Initial,A2YTO4EY3MNYAJ,portland92883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,I am not good at math so I just tried my best to maximize my earnings as best I could,Moderately important,Very important,Very important,I would probably stick to the same strategy,46,Female,Minnesota,Hispanic,College graduate with Associate's Degree (2 year),College or more,Yes,Yes,None,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,8,11,,,,,,,,,,,,,,,,,,,,,0.8,1,468,,,,,,,,,,,,,,0,0,0,0,,,,,,,1,1,1,1,1,1,,1,1,,,,,,,,,,
2,Day 1,A2YTO4EY3MNYAJ,portland92883,High Debt,500,150,125,0,0,112,113,0,0,320,0,120,100,0,0,50,50,150,125,112,113,120,100,50,50,1250,825,-2788,-3387,1370,925,-2738,-3337,2,200,0.5,,,150,0.5,,,,,,,,,,,,,I am not good at math so I just tried my best to maximize my earnings as best I could,Moderately important,Very important,Very important,I would probably stick to the same strategy,46,Female,Minnesota,Hispanic,College graduate with Associate's Degree (2 year),College or more,Yes,Yes,None,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,2,1,1,0,8,11,-2738,-3337,0.055862069,0.04657143,,,,,1250,825,-2788,-3387,,,,,1370,925,-2738,-3337,,,1476,0,0,1,no it was clear,,,,500,0.30000001,0.375,,,,0,0,0,0,0.30000001,0.25,0,0,0.22400001,0.226,1,1,0,0,1,1,4,0,0,0.30000001,0.25,0.22400001,0.226,1100,700,-2900,-3500,1100,-3500
2,Day 2,A2YTO4EY3MNYAJ,portland92883,High Debt,609,252,150,0,0,100,107,0,0,100,0,40,25,0,0,20,15,252,150,100,107,40,25,20,15,1622,1075,-2638,-3230,1662,1100,-2618,-3215,2,200,0.5,,,100,0.5,,,,,,,,,,,,,I am not good at math so I just tried my best to maximize my earnings as best I could,Moderately important,Very important,Very important,I would probably stick to the same strategy,46,Female,Minnesota,Hispanic,College graduate with Associate's Degree (2 year),College or more,Yes,Yes,None,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,,,5,1,4,0,8,11,-2618,-3215,0.097241379,0.081428573,,,,,1622,1075,-2638,-3230,,,,,1662,1100,-2618,-3215,,,1380,0,0,1,,,,,609,0.41379312,0.40000001,,,,0,0,0,0,0.41379312,0.24630542,0,0,0.16420361,0.17569786,1,1,0,0,1,1,4,0,0,0.41379312,0.24630542,0.16420361,0.17569786,1250,825,-2788,-3387,1250,-3387
2,Day 3,A2YTO4EY3MNYAJ,portland92883,High Debt,709,200,210,0,0,150,149,0,0,100,0,25,25,0,0,25,25,200,210,150,149,25,25,25,25,1862,1310,-2468,-3066,1887,1335,-2443,-3041,1,25,0.02,,,40,0.05,,,,,,,,,,,,,I am not good at math so I just tried my best to maximize my earnings as best I could,Moderately important,Very important,Very important,I would probably stick to the same strategy,46,Female,Minnesota,Hispanic,College graduate with Associate's Degree (2 year),College or more,Yes,Yes,None,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,1,0,1,0,8,11,-2443,-3041,0.1575862,0.13114285,,,,,1862,1310,-2468,-3066,,,,,1887,1335,-2443,-3041,,,836,0,0,1,,,,,709,0.28208745,0.25,,,,0,0,0,0,0.28208745,0.29619181,0,0,0.21156558,0.21015514,1,1,0,0,1,1,4,0,0,0.28208745,0.29619181,0.21156558,0.21015514,1622,1075,-2638,-3230,1622,-3230
2,Day 4,A2YTO4EY3MNYAJ,portland92883,High Debt,812,313,255,0,0,122,122,0,0,536,,215,115,0,0,103,103,313,255,122,122,215,115,103,103,2200,1590,-2321,-2919,2415,1705,-2218,-2816,2,80,,,,,,386,245,269,100,585,315,50,50,468,215,113,204,I am not good at math so I just tried my best to maximize my earnings as best I could,Moderately important,Very important,Very important,I would probably stick to the same strategy,46,Female,Minnesota,Hispanic,College graduate with Associate's Degree (2 year),College or more,Yes,Yes,None,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,3,0,2,1,8,11,-2218,-2816,0.23517242,0.19542857,,,,,2200,1590,-2321,-2919,,,,,2415,1705,-2218,-2816,,,906,0,0,1,,3,1,2,812,0.38546798,0.40111941,0.38600001,0.58499998,0.46799999,0,0,0,0,0.38546798,0.31403941,0,0,0.15024631,0.15024631,1,1,0,0,1,1,4,0,0,0.38546798,0.31403941,0.15024631,0.15024631,1862,1310,-2468,-3066,1862,-3066
3,Initial,A2YYQJ3JWA2KGD,carson15054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,I wanted to reduce debt but also generate the highest return I could,Very important,Extremely important,Extremely important,I think I would have done it the same either way,37,Female,Tennessee,White,High school or equivalent,Non college graduate,No,Yes,A moderate amount,1,1,0,,,,,,,,,,,,,,,,,,,2,2,0,0,10,12,,,,,,,,,,,,,,,,,,,,,0.75,0.75,693,,,,,,,,,,,,,,0,0,0,0,,,,,,,1,1,1,1,1,1,,1,1,,,,,,,,,,
3,Day 1,A2YYQJ3JWA2KGD,carson15054,High Debt,500,500,0,0,0,0,0,0,0,100,500,100,0,0,0,0,0,500,0,0,0,100,0,0,0,1600,700,-2900,-3500,1700,700,-2900,-3500,1,400,1,,,500,1,,,,,,,,,,,,,I wanted to reduce debt but also generate the highest return I could,Very important,Extremely important,Extremely important,I think I would have done it the same either way,37,Female,Tennessee,White,High school or equivalent,Non college graduate,No,Yes,A moderate amount,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,3,0,3,0,10,12,-2900,-3500,0,0,,,,,1600,700,-2900,-3500,,,,,1700,700,-2900,-3500,,,1501,0,0,1,No,,,,500,1,1,,,,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1100,700,-2900,-3500,1100,-3500
3,Day 2,A2YYQJ3JWA2KGD,carson15054,High Debt,1120,1120,0,0,0,0,0,0,0,100,500,100,0,0,0,0,0,1120,0,0,0,100,0,0,0,2820,700,-2900,-3500,2920,700,-2900,-3500,1,400,0.5,,,500,1,,,,,,,,,,,,,I wanted to reduce debt but also generate the highest return I could,Very important,Extremely important,Extremely important,I think I would have done it the same either way,37,Female,Tennessee,White,High school or equivalent,Non college graduate,No,Yes,A moderate amount,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,2,0,2,0,10,12,-2900,-3500,0,0,,,,,2820,700,-2900,-3500,,,,,2920,700,-2900,-3500,,,6762,0,0,1,,,,,1120,1,1,,,,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1600,700,-2900,-3500,1600,-3500
3,Day 3,A2YYQJ3JWA2KGD,carson15054,High Debt,1364,0,0,0,0,1364,0,0,0,100,500,0,0,0,0,100,0,0,0,1364,0,0,0,100,0,2920,700,-1536,-3500,2920,700,-1436,-3500,2,500,0.75,,,500,1,,,,,,,,,,,,,I wanted to reduce debt but also generate the highest return I could,Very important,Extremely important,Extremely important,I think I would have done it the same either way,37,Female,Tennessee,White,High school or equivalent,Non college graduate,No,Yes,A moderate amount,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,,,3,0,3,0,10,12,-1436,-3500,0.50482756,0,,,,,2920,700,-1536,-3500,,,,,2920,700,-1436,-3500,,,1021,0,0,1,,,,,1364,0,0,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2820,700,-2900,-3500,2820,-3500
3,Day 4,A2YYQJ3JWA2KGD,carson15054,High Debt,1584,148,0,0,0,1436,0,0,0,600,,600,0,0,0,0,0,148,0,1436,0,600,0,0,0,3068,700,0,-3500,3668,700,0,-3500,1,500,,,,,,1000,0,0,0,500,0,500,0,500,0,500,0,I wanted to reduce debt but also generate the highest return I could,Very important,Extremely important,Extremely important,I think I would have done it the same either way,37,Female,Tennessee,White,High school or equivalent,Non college graduate,No,Yes,A moderate amount,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2,0,10,12,0,-3500,1,0,,,,,3068,700,0,-3500,,,,,3668,700,0,-3500,,,1133,0,0,1,,3,1,2,1584,0.093434341,1,1,0.5,0.5,0,1,0,0,0.093434341,0,0,0,0.90656567,0,1,0,0,0,1,0,2,1,0,0.093434341,0,0.90656567,0,2920,700,-1536,-3500,2920,-3500
1,Initial,A2Z43TA0WZ0EG0,boulder51015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,I wanted to add what I was able to the highest yielding savings account whilst knocking out my debt.,Very important,Very important,Extremely important,I don't think I would change much. Maybe focus a little less on paying off the 5 percent interest debt and add more to the high yielding savings.,30,Female,Louisiana,White,College graduate with Associate's Degree (2 year),College or more,No,No,A little,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,6,9,,,,,,,,,,,,,,,,,,,,,1,1,419,,,,,,,,,,,,,,0,0,0,0,,,,,,,1,1,1,1,1,1,,1,1,,,,,,,,,,
